Timestamp, FPS
2024-11-12 22:18:13.544, 50
2024-11-12 22:18:13.971, 50
2024-11-12 22:18:14.009, 20.82197
2024-11-12 22:18:14.037, 36.18665
2024-11-12 22:18:14.057, 50.25075
2024-11-12 22:18:14.080, 52.24251
2024-11-12 22:18:14.107, 40.3706
2024-11-12 22:18:14.130, 37.68054
2024-11-12 22:18:14.149, 43.26045
2024-11-12 22:18:14.169, 52.44444
2024-11-12 22:18:14.194, 46.82919
2024-11-12 22:18:14.214, 43.77172
2024-11-12 22:18:14.242, 51.23922
2024-11-12 22:18:14.260, 37.07397
2024-11-12 22:18:14.281, 53.27111
2024-11-12 22:18:14.303, 46.57878
2024-11-12 22:18:14.325, 43.64887
2024-11-12 22:18:14.344, 46.50687
2024-11-12 22:18:14.363, 50.7591
2024-11-12 22:18:14.393, 51.51001
2024-11-12 22:18:14.414, 34.58233
2024-11-12 22:18:14.439, 50.30662
2024-11-12 22:18:14.459, 38.71692
2024-11-12 22:18:14.479, 52.8329
2024-11-12 22:18:14.497, 48.87681
2024-11-12 22:18:14.519, 55.96441
2024-11-12 22:18:14.541, 41.48448
2024-11-12 22:18:14.561, 49.5491
2024-11-12 22:18:14.579, 52.64904
2024-11-12 22:18:14.599, 52.32397
2024-11-12 22:18:14.622, 51.03186
2024-11-12 22:18:14.644, 42.72062
2024-11-12 22:18:14.665, 44.95352
2024-11-12 22:18:14.686, 51.12344
2024-11-12 22:18:14.709, 47.30704
2024-11-12 22:18:14.748, 27.15967
2024-11-12 22:18:14.779, 32.60749
2024-11-12 22:18:14.796, 39.25648
2024-11-12 22:18:14.814, 55.29536
2024-11-12 22:18:14.843, 39.88259
2024-11-12 22:18:14.864, 46.14313
2024-11-12 22:18:14.889, 46.90168
2024-11-12 22:18:14.909, 39.95573
2024-11-12 22:18:14.928, 49.59161
2024-11-12 22:18:14.949, 53.97062
2024-11-12 22:18:14.975, 45.42378
2024-11-12 22:18:14.998, 41.65157
2024-11-12 22:18:15.018, 41.68994
2024-11-12 22:18:15.038, 51.26917
2024-11-12 22:18:15.058, 48.20206
2024-11-12 22:18:15.078, 50.99959
2024-11-12 22:18:15.101, 50.42661
2024-11-12 22:18:15.119, 43.8287
2024-11-12 22:18:15.143, 53.0352
2024-11-12 22:18:15.162, 42.27061
2024-11-12 22:18:15.177, 54.65168
2024-11-12 22:18:15.196, 65.78861
2024-11-12 22:18:15.215, 52.64876
2024-11-12 22:18:15.241, 53.12762
2024-11-12 22:18:15.260, 38.49722
2024-11-12 22:18:15.280, 51.47422
2024-11-12 22:18:15.298, 49.6581
2024-11-12 22:18:15.321, 55.51793
2024-11-12 22:18:15.344, 41.5937
2024-11-12 22:18:15.364, 45.17181
2024-11-12 22:18:15.389, 49.74134
2024-11-12 22:18:15.413, 37.89099
2024-11-12 22:18:15.433, 46.92324
2024-11-12 22:18:15.456, 47.1825
2024-11-12 22:18:15.476, 45.50916
2024-11-12 22:18:15.498, 45.36053
2024-11-12 22:18:15.518, 50.29574
2024-11-12 22:18:15.537, 47.70424
2024-11-12 22:18:15.565, 46.50362
2024-11-12 22:18:15.589, 38.23565
2024-11-12 22:18:15.610, 44.66339
2024-11-12 22:18:15.630, 43.63325
2024-11-12 22:18:15.653, 50.11803
2024-11-12 22:18:15.680, 39.55164
2024-11-12 22:18:15.704, 39.931
2024-11-12 22:18:15.726, 40.11457
2024-11-12 22:18:15.748, 49.44351
2024-11-12 22:18:15.771, 46.4859
2024-11-12 22:18:15.796, 39.34375
2024-11-12 22:18:15.816, 43.47486
2024-11-12 22:18:15.837, 49.33107
2024-11-12 22:18:15.859, 43.85234
2024-11-12 22:18:15.881, 43.76923
2024-11-12 22:18:15.902, 48.33931
2024-11-12 22:18:15.928, 41.79693
2024-11-12 22:18:15.950, 44.97394
2024-11-12 22:18:15.980, 38.30288
2024-11-12 22:18:16.001, 40.72557
2024-11-12 22:18:16.028, 35.15692
2024-11-12 22:18:16.048, 48.12273
2024-11-12 22:18:16.072, 48.76574
2024-11-12 22:18:16.098, 44.36538
2024-11-12 22:18:16.120, 39.3439
2024-11-12 22:18:16.141, 44.90063
2024-11-12 22:18:16.167, 42.85904
2024-11-12 22:18:16.189, 40.09317
2024-11-12 22:18:16.212, 43.31367
2024-11-12 22:18:16.231, 48.42568
2024-11-12 22:18:16.251, 52.43563
2024-11-12 22:18:16.269, 49.64356
2024-11-12 22:18:16.292, 47.54998
2024-11-12 22:18:16.315, 45.99647
2024-11-12 22:18:16.341, 42.07426
2024-11-12 22:18:16.365, 37.74725
2024-11-12 22:18:16.388, 45.65063
2024-11-12 22:18:16.409, 42.99004
2024-11-12 22:18:16.433, 44.23115
2024-11-12 22:18:16.454, 44.68076
2024-11-12 22:18:16.477, 46.09208
2024-11-12 22:18:16.507, 44.24133
2024-11-12 22:18:16.535, 33.03263
2024-11-12 22:18:16.557, 35.68841
2024-11-12 22:18:16.579, 48.39639
2024-11-12 22:18:16.601, 46.39898
2024-11-12 22:18:16.622, 47.25518
2024-11-12 22:18:16.646, 46.30981
2024-11-12 22:18:16.671, 40.05527
2024-11-12 22:18:16.696, 38.28616
2024-11-12 22:18:16.719, 43.49641
2024-11-12 22:18:16.746, 41.17412
2024-11-12 22:18:16.769, 37.76406
2024-11-12 22:18:16.791, 40.73336
2024-11-12 22:18:16.812, 50.38926
2024-11-12 22:18:16.836, 46.05175
2024-11-12 22:18:16.862, 44.92989
2024-11-12 22:18:16.883, 36.23543
2024-11-12 22:18:16.902, 49.49662
2024-11-12 22:18:16.921, 53.74495
2024-11-12 22:18:16.944, 50.14944
2024-11-12 22:18:16.963, 42.92675
2024-11-12 22:18:16.984, 52.69564
2024-11-12 22:18:17.002, 50.02026
2024-11-12 22:18:17.024, 51.45144
2024-11-12 22:18:17.047, 45.46384
2024-11-12 22:18:17.065, 46.65985
2024-11-12 22:18:17.086, 54.11079
2024-11-12 22:18:17.108, 46.36584
2024-11-12 22:18:17.128, 46.54778
2024-11-12 22:18:17.149, 51.32943
2024-11-12 22:18:17.168, 47.86658
2024-11-12 22:18:17.191, 54.76451
2024-11-12 22:18:17.214, 40.36555
2024-11-12 22:18:17.235, 45.30052
2024-11-12 22:18:17.255, 47.86521
2024-11-12 22:18:17.275, 50.84479
2024-11-12 22:18:17.299, 49.10844
2024-11-12 22:18:17.319, 39.9896
2024-11-12 22:18:17.341, 51.8226
2024-11-12 22:18:17.364, 45.07936
2024-11-12 22:18:17.388, 41.15734
2024-11-12 22:18:17.410, 44.75335
2024-11-12 22:18:17.436, 42.30476
2024-11-12 22:18:17.461, 39.93052
2024-11-12 22:18:17.485, 39.10955
2024-11-12 22:18:17.507, 42.83389
2024-11-12 22:18:17.533, 44.72252
2024-11-12 22:18:17.556, 38.92686
2024-11-12 22:18:17.584, 35.59314
2024-11-12 22:18:17.609, 38.90521
2024-11-12 22:18:17.632, 41.89517
2024-11-12 22:18:17.654, 43.90586
2024-11-12 22:18:17.679, 43.51838
2024-11-12 22:18:17.705, 37.74682
2024-11-12 22:18:17.728, 41.31719
2024-11-12 22:18:17.752, 46.049
2024-11-12 22:18:17.779, 40.9915
2024-11-12 22:18:17.801, 35.60594
2024-11-12 22:18:17.823, 50.16705
2024-11-12 22:18:17.847, 41.05175
2024-11-12 22:18:17.868, 46.21499
2024-11-12 22:18:17.894, 43.80106
2024-11-12 22:18:17.916, 40.65718
2024-11-12 22:18:17.938, 43.70954
2024-11-12 22:18:17.964, 46.3053
2024-11-12 22:18:17.986, 40.70253
2024-11-12 22:18:18.005, 45.98843
2024-11-12 22:18:18.032, 47.83773
2024-11-12 22:18:18.061, 37.0858
2024-11-12 22:18:18.082, 36.7489
2024-11-12 22:18:18.109, 48.46464
